bitcount
15937 175186
75090 30945
128268 27622
179446 27329
230598 26285
281602 27799
333098 28416
384382 29604
436531 38097
487220 56337
537679 60722
588921 61572
640001 61086
691106 61809
742386 61255
793542 60720
844747 61708
895796 61059
943489 40332
991444 34492
1047437 4643
1100154 4019
1151118 3503
1203312 3317
1253447 3002
1305018 2954
1355764 2645
1407725 2462
1459045 2357
1509633 1991
1561794 1908
1611670 1617
1663292 1522
1715437 1335
1765389 1314
1816472 1308
1868018 1151
1919229 1035
1970196 1015
2020940 966
2074208 957
2126371 878
2174965 858
2226576 821
2277226 695
2328919 714
2380246 648
2432542 632
2483792 647
2534329 580
2583903 684
2636895 514
2689402 484
2740228 431
2790529 461
2841907 404
2892665 378
2944242 359
2995090 403
3045788 407
3097553 290
3148917 301
3198671 234
3250758 227
3302318 192
3353104 200
3405259 188
3455993 219
3506719 206
3557869 230
3609822 182
3657497 229
3711783 182
3764300 188
3813017 147
3865274 93
3919623 104
3967088 116
4016795 80
4071488 91
4120664 85
4175327 93
4222215 77
4274181 60
4327161 51
4380178 45
4434577 49
4479946 73
4531283 54
4582654 69
4631925 60
4684215 52
4735376 44
4788841 47
4838808 60
4889061 71
4940260 64
4993647 55
5041176 76
5098988 78
5146583 52
5197578 39
5250477 32
5297724 27
5346686 28
5400759 25
5449729 21
5501370 33
5554455 42
5609300 37
5662193 20
5710392 12
5759271 25
5813672 32
5860942 32
5912407 30
5962976 25
6014488 31
6065058 20
6121234 32
6167953 35
6218273 47
6266625 28
6320044 27
6376250 27
6429037 25
6480497 36
6525075 34
6580337 28
6625069 25
6679358 29
6732994 32
6781687 42
6834497 26
6892985 22
6936826 32
6982536 19
7034745 29
7088491 21
7144714 27
7192912 27
7243333 24
7294684 24
7349040 23
7397858 24
7450160 27
7500490 33
7550814 27
7600362 29
7655480 21
7708975 23
7759557 26
7807332 34
7858266 28
7908443 27
7958429 25
8008909 18
8065545 20
8116819 20
8169387 26
8217693 23
8262406 27
8320571 20
8372146 22
8418954 25
8469859 28
8523464 21
8576032 17
8629577 26
8681527 19
8732477 20
8778518 19
8831293 18
8886226 25
8937275 13
8985002 25
9035205 19
9091063 19
9141761 25
9186931 16
9241792 15
9292051 22
9340144 21
9395083 24
9446536 28
9497122 24
9548413 28
9598142 25
9650634 23
9700868 30
9755312 35
9805136 42
9854428 40
9905357 29
9959681 37
10008575 39
10063339 30
10115159 33
10159331 29
10215649 44
10260805 40
10316427 39
10366936 46
10419465 55
10469642 40
10521846 32
10571043 38
10621389 35
10674391 38
10730785 52
10777970 37
10825113 36
10877736 38
10931767 31
10984798 35
11033071 39
11086335 41
11135640 42
11186779 42
11237936 43
11292136 40
11340934 50
11393607 49
11444241 54
11494745 51
11546173 49
11597408 39
11648908 54
11696799 61
11751183 52
11801498 60
11854341 58
11903631 56
11953993 60
12004549 73
12054582 59
12108921 49
12163204 56
12211669 52
12263623 41
12315999 43
12365426 52
12416612 64
12466971 53
12518445 56
12570989 57
12619084 61
12671676 57
12722196 62
12772344 53
12827576 45
12878342 39
12930160 54
12979422 51
13028636 35
13081041 42
13132646 52
13182505 45
13235485 53
13288576 53
13337124 57
13386133 45
13438856 44
13494577 47
13545039 34
13596014 42
13645911 51
13698473 50
13746551 41
13797774 32
13848469 42
13902667 45
13952736 29
14003486 34
14056367 29
14103973 33
14159230 31
14208983 36
14257847 45
14306562 40
14360464 47
14412497 48
14464668 43
14516206 37
14566075 42
14620551 43
14672072 37
14715792 37
14772538 48
14822759 62
14876434 58
14925343 72
14977472 69
15026769 82
15079275 71
15129331 83
15180194 81
15232652 73
15283467 77
15331612 65
15385843 52
15437359 56
15488973 61
15538897 43
15589166 55
15642764 48
15691409 45
15744680 38
15800847 33
15846463 52
15896322 49
15948453 53
15997087 41
16048812 49
16103121 38
16154381 45
16205016 54
16255516 55
16306429 52
16358912 48
16412302 40
16460359 36
16510824 48
16566456 43
16613701 46
16667685 32
16718470 43
16769964 45
16815823 33
16868846 39
16919420 32
16973151 32
17021284 27
17081777 32
17123026 25
17178221 27
17230767 41
17277452 24
17338465 31
17379210 29
17432263 33
17483180 27
17538080 39
17585237 45
17638167 37
17690001 31
17742007 21
17794642 33
17841972 37
17896685 26
17938714 19
18000743 16
18043495 24
18098505 22
18149122 21
